01/615003,Warwick Crescent,W2,51.5209465,-0.182680704,23
03/610330,Finsbury Square,EC2A,51.52096262,-0.085634242,37
02/610239,Howland Street,W1,51.52099841,-0.138996371,36
00/610001,Norton Folgate,E1,51.52111369,-0.078869751,23
05/610507,Commercial Street,E1,51.52127071,-0.0755789,16
04/610420,Christopher Street,EC2,51.52128377,-0.084605692,33
02/610223,Hatton Wall,EC1,51.5216612,-0.109006325,27
02/610214,Malet Street,WC1,51.52168078,-0.130431727,40
00/610044,Appold Street,EC3,51.52174384,-0.0811189,26
00/610017,Fortune Street Park,EC1,51.52174785,-0.094475072,31
01/615045,Beaumont Street,W1,51.52200801,-0.151359288,24
01/615017,Bell Street,NW1,51.52202903,-0.165842551,19
02/610222,Northington Street,WC1,51.5222641,-0.114079481,20
01/615196,Harewood Avenue,NW1,51.52231968,-0.163849118,21
01/610126,Westminster University,NW1,51.52248185,-0.154907218,16
01/615021,Dorset Square,NW1,51.5225965,-0.161113413,16
05/610516,Brick Lane Market,E1,51.52261762,-0.071653961,24
03/610343,Clerkenwell Road,EC1,51.52285301,-0.099994052,41
01/615234,Penfold Street,NW8,51.52289229,-0.171681991,16
03/610359,Golden Lane / Roscoe Street,EC1,51.52295439,-0.094934859,19
04/610407,Bunhill Row,N1,51.52303016,-0.090360055,47
03/610331,Clerkenwell Green,EC1,51.52326004,-0.104708922,21
01/615001,Warwick Avenue LU,W9,51.52334476,-0.183846408,19
02/610212,Guilford Street,WC1,51.52334672,-0.120202614,37
01/610121,Frampton Street,W2,51.5233534,-0.175116099,32
02/610247,Russell Square LU,WC1,51.52341837,-0.124121774,32
01/615044,Great Portland Street LU,W1,51.52351808,-0.143613641,20
03/610325,Farringdon Lane,EC1,51.52352001,-0.108340165,19
05/610508,Shoreditch High Street LO,E1,51.52364804,-0.074754872,23
02/610244,Bedford Way,WC1,51.52367314,-0.128377673,27
02/610211,Brunswick Square,WC1,51.52395143,-0.122502346,24
02/610273,Warren Street LU,W1,51.52443845,-0.138019439,29
01/615020,Park Road / Baker Street,NW1,51.52451738,-0.158963647,22
04/610412,New Inn Yard,EC2,51.52452699,-0.079248081,21
04/610419,Leonard Street,EC2,51.52469624,-0.084439283,25
03/610323,Goswell Road Sports Centre,EC1,51.52486887,-0.099489485,17
02/610245,Taviton Street,WC1,51.52505093,-0.131161087,31
01/615199,Mallory Street,NW8,51.52505151,-0.166304359,20
02/610238,Gower Place,WC1,51.52522753,-0.13518856,17
01/610150,The Tennis Courts,NW1,51.52536703,-0.153463612,16
02/610202,Hampstead Rd / Euston Rd,NW1,51.52554222,-0.138231303,54
01/615004,Clifton Road,W9,51.52557531,-0.179592915,22
02/610241,Longford Street,NW1,51.52559505,-0.144083893,22
03/610318,Old Street LU NR,EC1,51.52572618,-0.088486188,36
03/610348,Bath Street,EC1,51.52589324,-0.090847761,19
03/610333,Finsbury Leisure Centre,EC1,51.52600832,-0.096317627,20
02/610203,Euston Road (Wellcome Trust),NW1,51.5262363,-0.134407652,25
02/610254,Tavistock Place,WC1,51.5262503,-0.123509611,24
02/610209,Cartwright Gardens,WC1,51.52635795,-0.125979294,24
04/610403,Shoreditch Church,E1,51.5263778,-0.078130921,29
03/610338,Rosebery Avenue,EC1,51.52644342,-0.109256828,20
01/615198,Lisson Grove,NW8,51.52644828,-0.172190727,18
04/610401,Old Street Fire Station,EC1,51.52654977,-0.084752173,43
03/610351,Margery Street,WC1,51.52659961,-0.112432615,19
03/610322,Finsbury Library,EC1,51.52671796,-0.104298194,30
02/610243,Endsleigh Gardens,WC1,51.52683806,-0.130504336,32
03/610349,Baldwin Street,EC1,51.52702563,-0.088542771,21
02/610252,Ampton Street,WC1,51.52728093,-0.11829517,22
01/610122,St. John's Wood Road,NW8,51.5272947,-0.174653609,36
02/610242,Drummond Street,NW1,51.52773634,-0.135273468,29
03/610347,Hardwick Street,EC1,51.52784273,-0.108068155,31
03/610324,Goswell Road City University,EC1,51.528246,-0.10102611,16
01/615018,Lodge Road,NW8,51.52834133,-0.170134484,19
03/610352,St. John Street,EC1,51.52836014,-0.104724625,19
04/610408,East Road,N1,51.52867339,-0.087459376,27
02/610260,Doric Way,NW1,51.5288338,-0.132250369,32
03/610335,King's Cross Road,WC1,51.52891573,-0.115480888,23
01/610123,Lord's Cricket Ground,NW8,51.52901875,-0.171369672,32
04/610405,Windsor Terrace,N1,51.52915444,-0.093421615,24
03/610308,River Street,EC2,51.52916347,-0.109970527,22
03/610334,Macclesfield Road,EC1,51.52944957,-0.097120283,31
04/610414,Pitfield Street,N1,51.52953709,-0.083353323,35
02/610271,Belgrove Street,NW1,51.52994371,-0.123616824,22
02/610208,St. Chad's Street,WC1,51.53005939,-0.120973687,23
02/610206,Hampstead Road (Cartmel),NW1,51.53007835,-0.13884627,16
03/610354,Chadwell Street,EC1,51.53051587,-0.106408455,18
01/615215,Prince Albert Road,NW1,51.53053557,-0.167547958,50
01/615009,Grove End Road,NW8,51.53088935,-0.176770502,20
04/610406,Murray Grove,N1,51.53089041,-0.089782579,27
04/610413,Falkirk Street,N1,51.53095071,-0.078505384,26
04/610423,Wenlock Road,N1,51.53099181,-0.093903825,33
03/610301,Calshot Street,N1,51.53136059,-0.117069978,25
03/610353,Claremont Square,N1,51.53166681,-0.109914711,18
03/610304,Rodney Street,N1,51.53176825,-0.114329032,31
03/610355,Torrens Street,EC1,51.53219984,-0.105480698,19
03/610356,Graham Street,N1,51.53266186,-0.099981142,27
02/610262,Eversholt Street,NW1,51.53300545,-0.136792671,16
02/610205,Harrington Square,NW1,51.53301907,-0.139174593,31
01/615011,Wellington Road,NW8,51.53304322,-0.172528678,19
03/610305,Chapel Market,N1,51.53333678,-0.111699461,25
04/610404,Shoreditch Park,N1,51.53404294,-0.086379717,31
02/610255,Pancras Road,NW1,51.5341235,-0.129386874,16
01/615019,Charlbert Street,NW8,51.53430039,-0.1680743,16
03/610358,Cloudesley Road JW Tolpuddle Street,EC1,51.53440868,-0.109025404,24
03/610357,Liverpool Road (N1 Centre),N1,51.53450449,-0.106992706,24
01/610147,Monkey Gate,NW1,51.53500114,-0.158728259,16
01/615237,Prince Albert Road,NW8,51.53589283,-0.160854428,27
02/610274,London Zoo Car Park,NW1,51.53692216,-0.150181444,36
