Green Park,51.501873,-0.144563,15
Holland Park,51.501521,-0.201104,15
Hyde Park,51.505903,-0.17108,13.003671
Regent's Park,51.527221,-0.155826,14
Shoreditch Park,51.531536,-0.08659,15
St James's Park,51.502581,-0.134281,15
